,IsCanceled
71511,0
68952,0
11913,1
60641,0
78003,0
58233,0
33386,1
36927,0
4333,0
70793,0
78582,0
52899,0
13722,1
73065,0
73206,0
76202,0
44647,0
27051,1
30039,1
3112,0
23794,1
17802,1
51398,0
37446,0
46760,0
53303,0
16240,0
60149,0
28695,1
22467,1
40215,1
15882,1
25965,1
24296,1
67051,0
31666,1
74860,0
60287,0
45229,0
18789,1
54845,0
56749,0
55258,0
52460,0
68239,0
46217,0
63940,0
41896,1
5332,0
24176,1
74410,0
36129,1
44917,0
75196,0
39223,0
61618,0
5459,0
38411,0
16721,1
42383,0
66631,0
40577,0
38993,0
76698,0
21931,1
63721,0
57218,0
78928,0
78385,0
29646,1
2906,0
78509,0
57130,0
24341,1
70935,0
22013,1
29330,1
62096,0
73946,0
55011,0
51179,0
23528,1
57276,0
39329,0
51876,0
26927,1
59108,0
70774,0
11731,1
15875,1
32834,1
56557,0
17829,1
16503,1
73843,0
40377,1
56793,0
48998,0
17181,1
59712,0
61124,0
37829,0
74490,0
7353,1
45829,0
39707,0
49504,0
53786,0
68106,0
56367,0
7035,1
54076,0
69897,0
49425,0
21660,1
49368,0
43479,0
76069,0
41482,1
71178,0
32118,1
54261,0
14799,1
15932,1
14590,1
28805,1
60573,0
77403,0
17507,1
16086,1
31273,1
9720,1
2093,0
31684,1
62730,0
22520,1
66027,0
67858,0
28997,1
76753,0
75195,0
41489,1
10226,1
49224,0
69149,0
7945,1
18178,1
75578,0
42879,1
3131,0
3231,0
16863,1
43843,0
19739,1
47410,0
10276,1
11427,1
26075,1
75450,0
43386,0
13116,1
60779,0
77591,0
32064,1
55634,0
1326,0
27114,1
45961,0
21488,1
5031,1
49241,0
54240,0
9439,1
59318,0
38101,0
73351,0
38129,0
1812,0
14883,1
67802,0
22263,1
20194,1
16092,1
72317,0
26619,1
67480,0
20107,1
31802,1
8092,0
10852,0
3951,0
68745,0
11262,1
10650,1
37506,0
68061,0
39179,1
14025,1
51826,0
78094,0
65943,0
47652,0
71179,0
71988,0
39786,1
32302,1
20294,1
48705,0
62927,0
4379,1
71873,0
54044,0
33409,1
52076,0
45198,0
73325,0
19345,1
66624,0
44403,0
27274,1
69738,0
42030,0
54598,0
32400,1
32724,1
53108,0
55801,0
44210,0
76577,0
25336,1
55713,0
25447,1
16722,1
79074,0
14839,0
74615,0
78328,0
38180,1
46494,0
3783,1
23024,1
75226,0
5423,1
57575,0
48000,0
12220,1
68113,0
12670,1
46991,0
51220,0
15336,1
61519,0
13904,1
55139,0
59743,0
38121,0
10170,1
10393,1
47552,0
26366,1
17674,1
11064,1
2090,0
26923,1
22046,1
71587,0
64113,0
76575,0
57908,1
23676,1
58154,0
29772,1
18995,1
46155,0
44614,0
4309,0
28620,1
61581,0
1678,1
8613,1
14474,1
76052,0
23464,1
77950,0
661,0
54639,0
73031,0
53715,0
40774,0
65510,0
28096,1
56791,0
48953,0
8084,0
6891,1
63466,0
9688,1
66506,0
58083,0
2989,0
27666,1
40686,1
78435,0
61722,0
15675,1
45196,0
12153,1
12572,1
71472,0
51576,0
49907,0
68213,0
24713,1
41359,0
13811,1
67989,0
18818,1
50619,0
46731,0
76386,0
21371,1
57805,0
9873,1
19461,1
48581,0
13717,1
77860,0
38955,0
54304,0
15091,1
78059,0
41058,1
40091,1
55383,0
64357,0
22579,1
61777,0
17987,1
64186,0
37437,0
51912,0
25672,1
41660,1
2657,0
38896,0
6035,1
40966,1
27220,1
62228,0
10213,1
31770,1
64651,0
10263,1
49187,0
49835,0
40542,1
57611,0
13581,1
43525,0
7892,0
42292,1
74586,0
47055,0
75047,0
51255,0
42050,0
54063,0
12355,1
70970,0
24064,1
20510,1
42929,0
75278,0
28163,1
22647,1
50388,0
36556,0
19218,1
46604,0
42549,0
14259,0
13029,1
50814,0
44531,0
37887,0
69156,0
78032,0
29455,1
47775,0
38835,0
65782,0
2540,0
52891,1
58641,0
53867,0
66680,0
75789,0
66592,0
14428,1
3687,0
56227,0
39853,0
46541,0
41224,0
68808,0
14532,1
41288,0
13875,1
6223,0
55350,0
67202,0
19491,1
40889,0
57857,0
73825,0
33337,1
57096,0
38356,0
28745,1
73874,0
72333,0
56922,0
37898,0
38895,0
38813,0
66420,0
32850,1
667,0
65063,0
57928,0
18959,1
64283,0
17215,1
25784,1
63431,0
19054,1
57002,0
72669,0
2260,0
52479,0
42750,1
50924,0
60644,0
60465,0
50516,0
60615,0
73944,0
73970,0
68369,0
16371,1
79109,0
9080,0
18332,1
10647,1
56603,0
21523,1
21993,1
68452,0
13622,1
53939,0
69823,0
6826,1
13149,1
74849,0
55056,0
77067,0
1266,0
5350,0
10127,0
774,1
27178,1
48902,0
19729,1
53319,0
44521,0
42364,0
11026,0
22344,1
14896,1
61766,0
37393,0
51053,0
30709,1
24813,1
71720,0
57709,0
69794,0
48768,0
18235,1
64901,0
24635,1
53199,0
23420,1
46282,0
41589,1
30236,1
71329,0
58460,0
2081,0
47665,0
58252,0
57550,0
77233,0
56188,0
38261,0
29631,1
79098,0
13153,1
2994,0
24511,1
59517,0
76534,0
71503,0
25038,1
70863,0
60344,0
24057,1
44783,0
42577,0
69827,0
1320,0
11094,1
24566,1
968,0
66227,0
48271,0
40350,1
78872,0
75041,0
4058,1
57970,0
76153,0
19231,1
2357,0
61362,0
44441,0
5255,0
71337,0
55168,0
76717,0
62331,0
27636,1
72855,0
69629,0
78602,0
55246,0
8051,1
205,1
52032,0
76709,0
3165,0
15158,1
73069,0
58049,0
78080,0
40797,0
74015,0
62232,0
71366,0
62719,0
11122,1
31564,1
24411,1
6724,0
41439,0
6321,1
371,1
70454,0
54278,0
9908,1
65050,0
49982,0
22429,1
44019,0
5815,0
42351,1
14755,1
69706,0
54494,0
59111,0
62020,0
78827,0
5748,0
53734,0
36559,0
73540,0
40180,0
6824,1
30890,1
15053,1
71692,0
37828,0
55220,0
66079,0
60747,0
49624,0
73408,0
69788,0
15547,1
55826,0
36790,0
32522,1
42027,0
61089,0
61822,0
29213,1
48462,0
15009,1
77438,0
62260,0
17298,1
53288,0
60874,0
40848,0
20602,1
33193,1
21123,1
52060,0
39135,0
64067,0
11288,1
48483,0
24453,1
1032,0
50318,0
483,0
9943,1
58618,0
22385,1
56544,0
53434,0
28879,1
32291,1
33027,1
65601,0
23698,1
27062,1
67144,0
71812,0
48360,0
32672,1
30607,1
33420,1
66905,0
41340,0
73455,0
55906,0
26215,1
49680,0
11221,1
482,0
56065,0
5190,0
43847,0
2337,0
57852,0
4657,0
32637,1
53447,0
67089,0
14043,1
24055,1
49074,0
75261,0
76039,0
78326,0
42653,0
58416,0
67399,0
52319,0
78756,0
16888,1
27167,1
56308,0
38320,0
62870,0
10779,0
41345,1
62497,0
44225,0
50508,0
47015,0
44253,0
20458,1
67767,0
6151,0
6746,0
5021,1
50566,0
52324,0
58750,1
28949,1
56151,0
70893,0
69619,0
65426,0
17098,0
23848,1
62216,0
39585,0
15378,1
76302,0
37531,0
2134,0
41783,1
74234,0
18642,1
69483,0
2955,0
49724,0
48957,0
23941,1
76733,0
47352,0
2293,1
8575,1
52503,0
73493,0
61639,0
8118,1
6541,0
13848,1
59011,0
57957,0
57409,0
34652,0
68152,0
5645,0
22735,1
69601,0
21878,1
31084,1
6678,0
72662,0
27417,1
67157,0
54704,0
881,0
25901,1
39433,0
65801,0
73822,0
13285,1
51018,0
68438,0
12900,1
23090,1
76750,0
46873,0
52530,0
63855,0
68399,1
61340,0
74475,0
30482,1
9473,1
17971,1
71658,0
31687,1
76313,0
31950,1
23486,1
70841,0
49273,0
60586,0
8884,1
31698,1
1608,0
10991,1
17453,0
36671,0
50469,0
25185,1
7685,1
14128,1
9923,1
12214,1
6859,1
46560,0
70477,0
1508,0
45383,0
75253,0
49949,0
27903,1
1363,0
13002,1
56467,0
26740,1
14466,1
67171,0
63711,0
63074,0
15025,1
60852,0
36811,1
9327,1
64330,0
55033,0
60880,0
11882,0
6914,1
51395,0
53156,0
12543,1
19970,1
37671,0
76275,0
59035,0
67058,0
55455,0
28046,1
29680,1
11540,0
20114,1
16736,1
13583,1
28308,1
22194,1
28255,1
59135,0
37237,0
15271,1
54935,0
32803,1
77658,0
61487,0
48595,0
10358,1
63223,0
28221,1
22744,1
9813,1
68769,1
64023,0
26841,1
70928,0
58426,0
7428,1
74321,0
28257,1
68765,0
66212,0
24512,1
49045,0
66454,0
68699,0
49061,0
48165,0
42539,0
11716,0
16295,1
54681,0
37584,0
25188,1
29633,1
48459,0
71602,0
22274,1
66853,0
8031,1
53932,0
10837,1
24841,1
72228,0
12738,1
42270,0
18065,1
18945,1
4420,1
55761,0
55522,0
61433,0
69910,0
66817,0
70093,0
57883,0
58468,0
25660,1
25962,1
14170,1
39423,0
75502,0
72074,0
31087,1
27233,1
1194,0
50016,0
51778,0
20945,1
42806,1
58419,0
54224,0
46927,0
78142,0
17310,1
6302,0
64905,0
3472,1
33499,1
75509,0
29026,1
54033,0
20074,1
37334,0
32703,1
79236,0
66373,0
54157,0
10164,1
54662,0
7488,0
24991,1
51934,0
74532,0
55059,0
69766,0
32287,1
42615,0
73764,0
13251,0
53948,0
13392,1
22371,1
71111,0
4456,1
24724,1
58289,0
37261,1
18204,1
27319,1
63685,0
21255,1
69985,0
46258,0
61986,0
9400,1
62529,0
67499,0
67026,0
43517,0
50272,0
62242,0
55388,0
69317,0
50504,0
66139,0
2500,0
67102,0
23877,1
71635,0
41684,1
4299,0
7345,1
3633,0
63763,0
4936,1
2662,0
69206,0
1791,1
52021,0
10006,1
36655,0
65141,0
72686,0
37674,0
2296,1
8838,1
19960,1
62517,0
64992,0
38050,0
8317,1
4421,0
72147,0
39470,1
38783,1
62448,0
60961,0
3892,1
75837,0
63129,0
62804,0
77892,0
46293,0
56840,0
3225,0
70677,0
5485,0
65932,0
60453,0
67916,0
54654,0
71301,0
25235,1
32822,1
19248,1
773,0
4812,0
27187,1
29517,1
67317,0
47635,0
6131,0
75805,0
19740,1
14766,1
32791,1
40342,1
73972,0
11014,1
36171,1
56886,0
37052,0
9735,1
61956,0
16442,1
68954,0
29798,1
61325,0
103,0
16329,1
18284,1
69447,0
53502,0
21633,1
23552,1
28340,1
19403,1
40253,1
28284,1
830,0
42142,0
11726,1
71833,0
21034,1
68872,0
67739,0
717,0
74067,0
40798,0
25573,1
50834,0
3151,0
27838,1
74497,0
17396,0
16039,1
61187,0
68703,0
40809,0
7392,1
50097,0
28629,1
62274,0
5895,1
49346,0
33417,1
42605,0
63333,0
16325,1
37862,1
60369,0
72410,0
13785,1
17432,0
29999,1
73285,0
41633,0
42154,1
78123,0
4250,1
75231,0
55760,0
63823,0
69487,0
72090,0
20582,1
67084,0
53516,0
62052,0
76795,0
62165,0
53459,0
55840,0
69772,0
62560,0
72985,0
23871,1
61703,0
29914,1
18348,1
25168,1
65994,0
21317,1
25258,1
45518,0
73006,0
36069,1
3677,0
67132,0
1895,0
6889,1
23101,1
50214,0
5456,1
76282,0
26824,1
57651,0
19537,1
13431,1
67359,0
74547,0
64147,0
73571,0
8134,0
64096,0
11214,1
24773,1
16251,1
3054,0
54406,0
47917,0
11599,1
46393,0
22171,1
63697,0
30943,1
73019,0
27180,1
24394,1
69416,0
55240,0
66820,0
13007,1
5215,0
46441,0
16529,1
11097,1
24365,1
53483,0
29412,1
15974,1
64855,0
8261,0
62947,0
40039,1
3074,0
77342,0
21619,1
64030,0
15845,1
11461,1
22130,1
27982,1
46387,0
11612,1
58827,0
8557,1
64550,0
9653,1
60002,0
48855,0
50991,0
26787,1
73294,0
53861,0
69914,0
30676,1
42717,1
55465,0
50373,0
65993,0
74608,0
56473,0
13896,1
71872,0
40968,1
66021,0
45203,0
38130,0
41749,1
66705,0
18263,1
14357,1
59448,0
29508,1
29826,1
66799,0
53649,0
10344,1
11093,0
13770,1
64405,0
70405,0
12172,1
38265,0
64143,0
5776,0
74159,0
47884,0
19354,1
69650,0
52760,0
1428,0
63103,0
3001,0
47242,0
8286,1
17576,1
10207,1
77510,0
20878,1
70008,0
467,0
11611,1
65922,0
66780,0
25700,1
63826,0
5024,1
6845,1
59171,0
76296,0
54305,0
67935,0
63927,0
12404,1
5796,1
64932,0
77289,0
41743,1
64999,0
10322,0
57148,0
14638,1
43461,0
8124,1
38395,0
31723,1
14683,1
63998,0
14064,1
69300,0
42583,0
56913,0
16656,1
5020,1
77766,0
79230,0
57197,0
6135,1
29842,1
78185,0
12257,1
3395,1
61427,0
50587,0
56652,0
17558,1
24965,1
53345,0
69573,0
31561,1
71716,0
42792,1
28497,1
5378,0
64827,0
12760,1
76602,0
45359,0
11570,1
40473,0
58371,0
70064,0
77962,0
39229,0
53564,0
2545,0
73049,0
72845,0
17636,1
69322,0
37224,1
12807,1
79156,0
49869,0
26377,1
37831,0
39703,0
7627,1
17207,1
29949,1
71697,0
77607,0
6673,0
23444,1
41707,1
19226,1
58237,0
26880,1
16569,1
40192,0
31499,1
29675,1
28244,1
7145,1
58564,0
64460,0
43478,0
60885,0
24688,1
309,0
14660,0
13094,1
37658,0
4768,0
1323,1
41154,0
48749,0
73040,0
32075,1
49908,0
18649,1
3177,0
46596,0
20465,1
48526,0
72924,0
12046,1
38791,0
66937,0
73136,0
48468,0
68004,0
50249,0
36204,1
23477,1
22518,1
46028,0
75217,0
49229,0
24459,1
32137,1
17241,1
21574,1
3856,1
63191,0
1857,0
68883,0
7002,1
25428,1
77331,0
29107,1
78174,0
70870,0
42710,1
52557,0
54969,0
19474,1
14458,1
59158,0
39431,0
22986,1
22051,1
60687,0
71569,0
36499,1
10558,1
45561,0
13644,1
41708,1
43634,0
29606,1
55108,0
2791,1
29507,1
20079,1
11628,1
49078,0
14111,1
9470,1
32874,1
8248,1
9808,1
44624,0
27410,1
15371,1
78998,0
5723,0
49434,0
25462,1
78043,0
69446,0
63874,0
20043,1
8091,1
57656,0
79253,0
74088,0
76042,0
54339,0
55259,0
13265,0
24513,1
74258,0
21429,1
47796,0
42195,0
61748,0
55209,0
28089,1
47832,0
44128,1
2976,1
10052,1
14334,1
58013,0
5687,1
31747,1
46165,0
40813,0
22713,1
17036,1
39678,0
4385,1
50973,0
77160,0
43477,0
36535,1
52020,0
25395,1
63603,0
29542,1
5025,1
2442,0
37861,0
23852,1
30755,1
11975,1
25233,1
64623,0
31535,1
21605,1
56140,0
78934,0
31541,1
3644,0
56505,0
55115,0
39999,1
4791,0
70371,0
42738,1
65663,0
66421,0
29481,1
6781,1
43045,0
9415,1
69825,0
27803,1
10761,1
25797,1
17002,1
3424,0
44587,0
20357,1
44919,0
62184,0
75314,0
69154,0
37240,0
58612,0
52802,0
73073,0
6248,0
77460,0
49615,0
16217,1
41561,1
44116,0
53423,0
68787,0
9591,0
36549,0
19006,1
75979,0
69145,0
1753,0
49675,0
63266,0
52007,0
4890,0
32854,1
64868,0
59982,0
2287,0
42077,1
42122,1
43215,0
20127,1
24309,1
56533,0
69279,0
40980,1
30009,1
69600,0
59872,0
1456,0
22325,1
79203,0
52611,0
77896,0
10658,0
17370,1
77744,0
25098,1
71560,0
12733,1
78997,0
24216,1
55333,0
15641,1
68264,0
8429,0
16244,1
42350,0
24564,1
11959,1
36742,0
63707,0
46585,0
25265,1
47321,0
21209,1
53338,0
39601,0
12418,1
58940,0
42826,1
52133,0
52846,0
65901,0
25113,1
60410,0
36478,1
62436,0
37258,0
44480,0
45312,0
7708,1
10936,1
14825,0
41400,1
76207,0
70116,0
55563,0
19038,1
2778,0
53886,0
77425,0
37901,0
68252,0
43580,0
32717,1
40974,1
26922,1
20280,1
41206,0
71831,0
58153,0
12196,1
48979,0
76630,0
289,0
56895,0
12370,1
67127,0
53002,0
50525,0
64427,0
72810,0
39445,0
2163,0
4703,1
31874,1
69663,0
75438,0
62370,0
36670,0
72631,0
26474,1
62770,0
26433,1
47719,0
77841,0
16077,1
77119,0
33342,1
16630,1
64521,0
9089,0
15563,1
63539,0
6589,0
13244,1
10067,1
42613,0
75986,0
76811,0
66366,0
45526,0
50863,0
21949,1
7890,0
57510,0
54090,0
15330,1
64751,0
70372,0
24018,1
32456,1
72969,0
36107,1
40481,0
11194,1
11623,1
24316,1
1183,0
28754,1
33063,1
5407,1
31241,1
65640,0
17459,1
13571,1
49256,0
8419,1
69392,0
4191,0
55986,0
9371,1
52963,0
27764,1
62998,0
74170,0
5062,0
17228,1
57607,0
21986,1
12436,1
72837,0
368,1
30119,1
25459,1
41647,1
46414,0
63389,0
58804,0
56170,0
14492,1
40165,0
71207,0
37945,1
51135,0
77088,0
41265,0
38905,1
5592,0
18964,1
67797,0
65475,0
14564,1
13491,1
60882,0
16610,1
39330,0
27364,1
19618,1
63415,0
47038,0
32186,1
11510,1
53049,0
64481,0
74585,0
67279,0
38329,0
1466,0
29637,1
78791,0
45804,0
78345,0
48077,0
10489,1
70278,0
66350,0
71152,0
26943,1
53735,0
9634,1
77058,0
28440,1
26926,1
7330,1
15936,1
47108,0
44903,0
59852,0
56547,0
67602,0
47892,0
33503,1
14316,1
46191,0
9251,1
70910,0
48195,0
18368,1
32984,1
44789,0
76436,0
46263,0
58905,0
71687,0
69118,0
68706,0
701,1
26924,1
15059,0
41584,1
20928,1
53996,0
16557,1
31344,1
27839,1
19893,1
4873,1
27605,1
41282,0
3409,0
26024,1
69180,0
27917,1
19137,1
23130,1
23361,1
24883,1
53534,0
30896,1
70446,0
25768,1
4593,0
48414,0
71629,0
4616,0
23879,1
8112,1
52347,0
68696,0
25272,1
37558,0
61314,0
62910,0
29395,1
46546,0
78894,0
15227,1
45396,0
51186,0
76308,0
37117,1
63949,0
67055,0
77065,0
46120,0
8817,1
60608,0
19102,1
68566,0
27218,1
28595,1
61723,0
64708,0
37604,0
58264,0
76720,0
41822,1
63896,0
18241,1
63751,0
40442,1
14679,1
53622,0
38632,0
24230,1
4948,1
38315,1
19792,1
57478,0
49958,0
17313,1
12286,1
46885,0
36631,0
61782,0
24966,1
60990,0
13912,1
55802,0
52035,0
72874,0
21805,1
76984,0
75237,0
30014,1
39424,0
54792,0
44134,0
51331,0
6333,0
29894,1
21771,1
9275,1
68644,0
44901,0
56743,0
71333,0
51744,0
18767,1
79158,0
13711,1
26743,1
23629,1
60737,0
29755,1
55295,0
44887,0
26017,1
30215,1
16938,1
51315,0
19777,1
69387,0
59378,0
63664,0
19510,1
27125,1
24238,1
40830,0
38072,0
50628,0
65183,0
16146,1
6972,1
78320,0
73756,0
30060,1
48151,0
30326,1
11409,1
58256,0
21939,1
67723,0
12549,0
3109,0
5270,0
4294,0
50337,0
78733,0
45315,0
51943,0
68673,0
27383,1
22859,1
71825,0
49598,0
58882,0
21256,1
33201,1
21923,1
42672,0
60127,0
41831,1
76169,0
74698,0
73144,0
78,0
73490,0
5319,0
67458,0
76961,0
15640,1
3143,0
72632,0
2608,0
4872,1
48565,0
26890,1
31111,1
18895,1
1510,0
46268,0
36263,0
60806,0
44382,0
75321,0
57126,0
42047,0
22911,1
72997,0
2015,0
22850,1
11247,0
20544,1
10532,1
65420,0
76676,0
10406,1
10648,1
46249,0
66615,0
49403,0
24959,1
5625,0
11658,1
44146,0
63373,0
9382,1
43841,0
55520,0
18441,1
29205,1
57698,0
69583,0
14534,1
59384,0
13704,1
40160,0
54104,0
79241,0
43187,0
12870,1
74884,0
40416,1
67030,0
75043,0
72426,0
75345,0
63524,0
20698,1
62603,0
74292,0
47204,0
25917,1
21441,1
50520,0
9661,1
76482,0
66801,0
51213,0
61359,0
48346,0
5042,0
50206,0
63678,0
22009,1
15577,1
25456,1
4855,1
22188,1
46102,0
43941,0
21354,1
8053,1
28989,1
4490,0
46416,0
23701,1
3114,0
45077,0
7244,1
49218,0
27358,1
10889,1
45202,0
1312,0
65029,0
44447,0
41777,1
68682,0
14416,1
6086,0
58544,0
46569,0
43856,0
69578,0
38570,1
71056,0
7491,1
44205,0
71890,0
14741,1
59740,0
77262,0
61504,0
44538,0
70839,0
33126,1
48803,0
42634,0
22245,1
24565,1
38534,0
5256,0
23190,1
55782,0
55603,0
73513,0
15926,1
59431,0
51473,0
8936,1
27010,1
11430,1
64261,0
70522,0
12881,1
45935,0
4021,1
55927,0
21033,1
41692,1
77991,0
25998,1
74205,0
77887,0
16343,1
6803,1
45214,0
13026,1
73861,0
73753,0
42376,0
6259,1
9876,1
31211,1
3507,0
844,0
4755,1
64053,0
66188,0
59492,0
65357,0
30438,1
3098,0
79089,0
12351,1
12865,1
16140,1
8362,1
28785,1
72902,0
42321,1
7972,1
46919,0
47193,0
66511,0
70350,0
11410,1
13450,1
31218,1
53369,0
58832,0
68830,0
38462,1
14023,1
36985,1
67150,0
39481,1
27927,1
45616,0
65412,0
25774,1
56423,0
5597,0
79088,0
20516,1
72891,0
9950,1
17696,1
47186,0
13334,1
27385,1
20633,1
47026,0
8507,1
5536,0
74377,0
29565,1
17264,0
13339,1
45770,0
48547,0
58019,0
27331,1
60824,0
41218,0
16780,1
32095,1
26738,1
53599,0
44357,0
15850,1
32086,1
21944,1
15768,1
25319,1
64566,0
64431,0
7949,1
12385,1
39562,0
50047,0
24495,1
16045,1
61998,0
66254,0
51476,0
40098,1
51364,0
25611,1
70057,0
77544,0
2416,0
64729,0
51384,0
74648,0
66792,0
11283,1
43981,0
22456,1
3274,0
68419,0
66213,0
38435,0
44372,0
26782,1
65545,0
51440,0
76675,0
25077,1
73634,0
55943,0
70345,0
72210,0
25719,1
49546,0
57279,0
22162,1
29938,1
22848,1
67386,0
22501,1
64529,0
66193,0
52862,0
17445,1
40034,1
59224,0
9440,1
56587,0
51385,0
41034,0
36728,1
64815,0
15697,1
62531,0
68098,0
18007,1
44482,0
5052,0
23661,1
75069,0
10551,0
75084,0
75044,0
13154,1
10580,1
41898,1
53646,0
55693,0
64086,0
24542,1
74368,0
77984,0
41263,0
47431,0
8701,1
12594,1
6084,0
9302,1
51579,0
61918,0
42192,1
43050,0
40708,1
1660,0
9965,1
33267,1
21379,1
29546,1
68509,0
30364,1
32837,1
48313,0
28233,1
53958,0
52739,0
15337,1
55082,0
46323,0
75258,0
31939,1
42573,0
392,0
62140,0
38052,0
68146,0
48765,0
31298,1
28832,1
70494,0
28252,1
53937,0
69020,0
33065,1
21868,1
9579,0
37577,0
73880,0
55683,0
56206,0
2794,0
31410,1
8662,1
45415,0
48312,0
24207,1
14049,1
22891,1
17251,1
20706,1
31910,1
55425,0
69103,0
30016,1
63200,0
71157,0
44997,0
18899,1
21722,1
4557,0
30512,1
25549,1
60413,0
3579,0
76234,0
69670,0
23109,1
51921,0
62908,0
75408,0
39097,0
39466,1
70653,0
5704,0
7841,1
48697,0
76638,0
63672,0
68318,0
48343,0
38120,1
42263,0
25786,1
73036,0
24902,1
13143,1
67433,0
29582,1
62084,0
5712,0
30006,1
5629,0
27698,1
15383,1
18266,1
57460,0
36792,0
2999,0
12367,1
39545,0
65471,0
1056,0
37495,1
57987,0
10522,0
29322,1
28479,1
73920,0
40136,0
12474,1
21160,1
76769,0
48976,0
77064,0
24649,1
24033,1
1464,1
38616,1
20725,1
26122,1
59733,0
68931,0
20143,1
11046,1
66438,0
15124,1
41242,0
7554,1
78024,0
63252,0
60271,0
11381,1
21278,1
69426,0
21607,1
30176,1
78056,0
173,0
65384,0
66277,0
3446,1
62835,0
76218,0
25473,1
16071,1
194,0
27706,1
6193,0
25356,1
51319,0
52488,0
66005,0
26157,1
76283,0
1270,1
16654,1
55417,0
65150,0
39422,0
74350,0
2879,0
1418,0
45730,0
54209,0
40476,0
49196,0
22017,1
3825,1
11507,1
24985,1
49178,0
77817,0
38838,0
12112,1
48182,0
37966,0
51088,0
67093,0
1988,1
20687,1
40198,0
16762,1
8812,1
65407,0
60685,0
45652,0
26250,1
47011,0
3327,0
41901,1
40297,0
18324,1
437,1
60860,0
62932,0
32046,1
10814,1
36766,0
67704,0
23232,1
70803,0
68260,0
77856,0
11185,1
32010,1
40695,1
71360,0
26493,1
71465,0
36205,1
6636,1
60497,0
54300,0
72863,0
8669,1
22522,1
47157,0
62239,0
56667,0
53875,0
722,1
79264,0
21552,1
37948,0
33487,1
3976,1
48817,0
77570,0
45523,0
60664,0
10210,1
37912,0
59346,0
71384,0
65119,0
15478,1
38759,0
19017,1
50665,0
31354,1
72245,0
73855,0
73830,0
47272,0
19919,1
20152,1
59467,0
56328,0
45505,0
21994,1
26426,1
31585,1
51819,0
13783,1
7100,0
4035,1
73576,0
17365,1
71217,0
40984,1
65306,0
14723,1
55480,0
77514,0
23204,1
28278,1
50885,0
55023,0
25515,1
44940,0
72370,0
28420,1
7985,1
26953,1
71245,0
2820,0
63691,0
62182,0
1966,0
47276,0
56231,0
78776,0
38775,0
62641,0
26255,1
60583,0
28913,1
17461,1
69162,0
1416,0
46735,0
46803,0
55042,0
11580,1
73382,0
10693,1
76158,0
69635,0
27117,1
69647,0
46733,0
39288,0
48518,0
33134,1
51767,0
71422,0
47604,0
44912,0
50144,0
38413,0
41208,0
322,0
54288,0
72005,0
14164,1
66154,0
12709,1
26418,1
32613,1
55358,0
68627,0
49149,0
28314,1
62304,0
27660,1
36814,1
13158,1
56990,0
37953,0
15716,1
37962,0
44921,0
54311,0
71058,0
63094,0
22823,1
58360,0
77515,0
13921,1
38716,1
44897,0
8865,1
70725,0
12116,1
23452,1
5710,0
39695,0
7965,0
2434,1
8553,1
76556,0
31477,1
77112,0
9167,1
17341,1
42745,1
52774,0
9852,1
55428,0
26793,1
23917,1
7749,0
67023,0
16001,1
74611,0
2716,1
77951,0
57111,0
6622,0
23946,1
6294,1
32855,1
75594,0
12727,1
32773,1
65180,0
22394,1
70384,0
53302,0
67122,0
64501,0
55825,0
65342,0
44529,0
14510,1
45136,0
28439,1
6240,1
68273,0
20219,1
48073,0
32725,1
45146,0
2611,0
45321,0
24285,1
10922,1
65127,0
16206,1
58996,0
51550,0
2410,0
7027,0
17787,1
14014,1
47360,0
56368,0
47999,0
8835,1
71921,0
69301,0
64692,0
72308,0
25801,1
22061,1
21784,1
64626,0
62894,0
50573,0
13816,0
22465,1
53621,0
13046,1
71063,0
31075,1
64602,0
54613,0
72707,0
59551,0
59491,0
9981,1
42235,0
19338,1
10328,1
15391,1
37138,0
45381,0
19966,1
73561,0
41276,0
63328,0
74666,0
32949,1
33626,1
20885,1
24370,1
21276,1
11829,0
13556,1
59446,0
23890,1
15167,1
68489,0
57302,0
63718,0
1317,0
55580,0
76336,0
8529,1
74384,0
9567,1
16658,1
60751,0
75440,0
51148,0
19502,1
25013,1
45069,0
55673,0
38290,0
10,0
5918,0
42997,0
36100,1
61327,0
65527,0
61902,0
67548,0
52499,0
71095,0
24761,1
39233,0
3087,0
43410,0
32126,1
54139,0
16263,1
31533,1
50044,0
33042,1
30372,1
44583,0
37220,1
19155,1
3179,0
66403,0
61085,0
28505,1
59116,0
40559,0
4606,0
15129,1
40046,1
28234,1
19760,1
17660,1
46499,0
254,0
62839,0
63545,0
33217,1
26725,1
25895,1
12071,1
76784,0
60635,0
19408,1
15040,1
13799,1
71844,0
47288,0
20086,1
78865,0
31575,1
10783,1
29181,1
42073,1
46395,0
19617,1
61828,0
60542,0
39048,0
71854,0
73432,0
24737,1
65902,0
11797,0
11525,1
58542,0
6033,1
6129,1
7779,1
69924,0
56285,0
68591,0
500,0
10521,0
48731,0
61911,0
17280,1
1378,0
69197,0
73761,0
42171,1
28187,1
76588,0
75365,0
69329,0
69096,0
40909,1
59927,0
60753,0
19846,1
71119,0
74695,0
71450,0
27841,1
63069,0
49654,0
64596,0
46276,0
72562,0
37911,0
23260,1
17773,1
5970,0
2321,1
29161,1
69181,0
9333,1
33082,1
10925,1
44263,0
52466,0
47814,0
37378,1
40457,0
18437,1
78584,0
8369,1
74027,0
27299,1
48197,0
26109,1
77978,0
67939,0
49799,0
53349,0
3817,1
