,LeadTime,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,Temp,Cloudcover,BookingDateWeekNumber,BookingDateDayOfWeek,TotalNights,CancelationRatio,DepositType_Non Refund,CustomerType_Transient,Agent_9,Agent_Other
7761,17,83.4,0,0,53.8,67.5,7,2,10,0.0,0.0,1.0,1,0
79129,113,185.0,0,2,70.3,32.1,18,6,5,0.0,0.0,1.0,1,0
48274,2,151.0,0,1,62.1,50.8,17,3,6,0.0,0.0,1.0,0,1
69545,181,189.0,0,0,65.7,63.3,41,1,5,0.0,0.0,1.0,1,0
41131,24,55.0,0,0,58.9,81.8,46,2,2,0.0,0.0,0.0,0,1
62033,215,75.0,0,0,56.3,51.6,16,3,2,0.0,0.0,1.0,0,0
50400,220,73.33,0,1,65.3,51.4,44,3,3,0.0,0.0,0.0,0,0
74976,16,112.67,0,2,69.0,55.8,24,1,3,0.0,0.0,0.0,0,1
60176,386,115.0,0,1,61.1,47.8,40,6,2,0.0,0.0,0.0,0,1
7187,0,106.0,0,0,58.3,87.5,6,6,2,0.0,0.0,0.0,1,0
56890,213,117.11,0,1,69.8,33.2,6,1,3,0.0,0.0,1.0,0,1
78657,115,125.0,0,0,78.7,5.1,17,4,5,0.0,0.0,0.0,0,1
70259,125,120.0,0,1,65.0,66.8,50,6,5,0.0,0.0,0.0,0,0
76719,225,71.1,0,1,69.9,36.5,49,5,3,0.0,0.0,1.0,0,1
48070,71,131.18,0,0,63.6,10.9,6,0,6,0.0,0.0,1.0,1,0
55200,110,63.75,0,0,77.9,7.0,17,2,3,0.0,0.0,1.0,0,1
72781,246,128.0,0,1,65.6,57.8,38,5,2,0.0,0.0,0.0,0,1
62898,17,65.0,0,0,56.0,50.3,47,2,1,0.0,0.0,1.0,0,0
9100,274,62.0,0,0,59.8,24.7,28,3,2,0.0,1.0,1.0,0,0
495,78,68.0,0,0,71.5,65.2,20,4,5,0.0,0.0,1.0,1,0
77116,10,143.0,0,0,76.1,29.2,29,2,3,0.0,0.0,1.0,1,0
56375,17,141.1,0,0,71.1,46.8,32,0,2,0.0,0.0,1.0,0,1
78863,457,122.4,0,1,71.6,54.0,21,3,2,0.0,0.0,0.0,0,1
4332,88,112.2,0,0,69.0,89.9,28,4,2,0.0,0.0,0.0,0,1
50664,118,110.0,0,0,69.6,49.7,6,2,4,0.0,0.0,0.0,0,1
23238,28,80.0,0,1,55.3,37.1,2,1,3,0.0,0.0,1.0,1,0
78404,2,229.0,0,0,74.8,22.6,33,3,2,0.0,0.0,1.0,0,0
46579,55,92.0,0,0,58.7,30.9,6,4,1,0.0,0.0,0.0,0,1
14805,386,62.0,0,0,76.8,3.2,28,3,2,0.0,1.0,1.0,0,0
44712,0,89.0,0,0,55.8,72.2,9,3,1,0.0,0.0,1.0,0,0
63303,83,75.0,0,0,55.4,1.6,39,1,3,0.0,0.0,1.0,0,1
77054,4,0.0,0,0,74.5,24.6,30,2,1,0.0,0.0,1.0,0,0
47058,5,157.0,0,2,55.2,45.9,14,4,3,0.0,0.0,1.0,1,0
53763,0,65.0,0,0,64.8,56.7,40,1,1,0.0,0.0,1.0,0,0
63211,28,0.0,0,0,51.0,55.6,46,5,2,0.0,0.0,1.0,0,0
65602,9,112.42,0,1,46.0,47.4,5,3,3,0.0,0.0,1.0,0,1
18064,38,109.0,0,0,67.0,43.3,35,1,3,0.0,0.0,0.0,0,1
48432,103,80.0,0,0,70.1,70.8,3,5,3,0.0,0.0,0.0,0,1
16196,0,149.0,0,0,76.2,14.6,35,5,1,0.0,0.0,1.0,0,0
20273,277,100.0,0,0,54.1,31.6,5,4,3,0.0,1.0,1.0,0,0
60147,386,115.0,0,1,61.1,47.8,40,6,2,0.0,0.0,0.0,0,1
7070,1,79.0,0,0,58.6,77.3,6,1,1,0.0,0.0,1.0,1,0
96,96,94.5,0,0,70.7,26.6,15,1,3,0.0,0.0,0.0,0,1
14544,379,62.0,0,0,72.2,26.0,28,3,2,0.0,1.0,1.0,0,0
3517,141,90.0,0,1,73.8,4.6,18,6,1,0.0,0.0,0.0,0,1
61133,30,140.88,0,2,63.9,60.6,40,3,4,0.0,0.0,1.0,1,0
70835,9,252.5,0,1,59.3,45.3,16,5,4,0.0,0.0,1.0,1,0
78661,102,108.0,0,0,76.8,1.7,19,4,4,0.0,0.0,1.0,0,1
77564,146,84.15,0,0,69.8,35.4,10,3,6,0.0,0.0,1.0,0,1
3149,21,161.33,0,0,67.4,66.3,35,3,3,0.0,0.0,0.0,1,0
72322,5,110.0,0,0,69.9,32.2,20,3,2,0.0,0.0,0.0,0,1
12350,163,100.0,0,0,67.8,52.7,52,5,4,0.0,1.0,1.0,0,1
64124,44,88.4,0,2,60.8,57.6,46,0,4,0.0,0.0,1.0,1,0
53656,82,97.54,0,1,79.9,0.4,18,1,3,0.0,0.0,1.0,1,0
6936,4,79.0,0,0,55.5,40.8,4,5,1,0.0,0.0,1.0,0,0
40572,17,107.0,0,0,58.0,20.8,47,3,2,1.0,0.0,0.0,1,0
25249,80,90.0,0,0,59.7,36.4,2,2,2,0.0,1.0,1.0,0,1
56996,240,96.0,0,1,71.9,44.2,2,4,2,0.0,0.0,0.0,0,0
25634,93,95.0,0,0,65.6,0.0,1,2,3,0.0,1.0,1.0,0,1
31284,177,89.1,0,0,81.5,0.0,1,6,2,0.0,0.0,1.0,1,0
47696,42,118.8,0,1,60.7,71.3,10,6,2,0.0,0.0,1.0,1,0
50023,0,116.1,0,1,72.6,29.4,22,3,1,0.0,0.0,1.0,1,0
61457,80,207.9,0,1,57.2,57.9,34,2,2,0.0,0.0,1.0,1,0
36180,200,86.0,0,0,68.0,54.7,9,2,3,1.0,1.0,0.0,0,0
29429,72,144.0,0,0,68.0,21.7,12,2,2,0.0,0.0,1.0,1,0
51484,14,95.0,0,0,65.1,36.0,22,5,6,0.0,0.0,1.0,0,1
1444,9,153.0,0,2,69.6,57.2,32,6,3,0.0,0.0,1.0,1,0
2790,48,60.0,0,0,67.7,41.8,30,6,3,0.0,0.0,0.0,0,0
7463,0,89.0,0,0,50.7,73.2,8,5,1,0.0,0.0,1.0,0,0
46314,51,123.3,0,0,55.2,65.9,6,1,3,0.0,0.0,1.0,1,0
39696,0,101.0,0,0,62.2,58.5,45,2,1,0.0,0.0,0.0,1,0
60594,35,129.0,0,1,74.5,76.8,38,5,3,0.0,0.0,1.0,0,1
32652,87,133.29,0,1,76.2,29.0,19,1,7,0.0,0.0,1.0,1,0
55201,42,76.5,0,0,71.5,25.4,27,1,2,0.0,0.0,1.0,0,1
73986,76,153.0,0,3,72.1,41.3,13,1,5,0.0,0.0,1.0,0,1
21205,133,100.3,0,1,58.8,40.1,30,2,4,0.0,0.0,1.0,1,0
3468,75,62.0,0,0,71.9,13.5,28,1,4,0.0,0.0,0.0,0,0
7881,61,87.3,0,0,53.7,27.7,1,6,3,0.0,0.0,1.0,1,0
48672,1,135.0,0,0,56.2,58.5,19,2,1,0.0,0.0,1.0,0,1
40111,91,65.0,0,0,65.6,33.1,24,3,2,0.3333333333333333,0.0,1.0,0,0
57296,0,220.0,0,0,65.6,33.1,37,3,1,0.0,0.0,1.0,0,0
62148,1,91.38,0,2,61.4,81.3,46,6,4,0.0,0.0,1.0,1,0
47792,144,71.0,0,0,61.4,25.0,49,3,3,0.0,0.0,1.0,0,1
26210,43,120.0,0,0,64.1,47.6,9,6,2,0.0,0.0,1.0,1,0
74182,141,89.1,0,0,78.7,10.9,4,4,3,0.0,0.0,0.0,0,1
17841,36,97.2,0,0,64.8,56.7,34,0,2,0.0,0.0,1.0,1,0
8411,76,105.3,0,0,56.8,18.3,1,5,3,0.0,0.0,1.0,1,0
26233,128,100.0,0,0,64.1,47.6,49,5,3,0.0,1.0,1.0,0,1
25810,66,100.0,0,0,65.7,63.3,5,4,2,0.0,1.0,1.0,0,0
76677,141,138.0,0,0,67.5,29.4,9,4,3,0.0,0.0,0.0,1,0
25517,117,93.5,0,0,67.6,9.5,49,5,4,0.0,1.0,1.0,0,1
60007,15,65.0,0,0,65.0,76.5,40,5,1,0.0,0.0,1.0,0,0
21643,60,130.9,0,0,53.4,33.7,43,1,4,0.0,0.0,1.0,1,0
52945,150,109.23,0,0,70.2,23.7,6,5,4,0.0,0.0,1.0,0,1
48115,67,219.6,1,2,60.2,14.6,8,2,2,0.0,0.0,1.0,1,0
12973,239,112.2,0,0,64.5,49.3,43,2,2,0.0,1.0,1.0,0,1
6828,20,67.5,0,0,60.1,67.4,1,1,4,0.0,0.0,1.0,1,0
55403,34,125.1,0,2,72.7,54.3,28,4,3,0.0,0.0,1.0,1,0
28635,93,126.0,0,0,61.8,15.0,7,3,4,0.0,0.0,1.0,1,0
69934,14,115.0,0,1,68.0,41.9,14,3,1,0.0,0.0,1.0,1,0
14041,55,79.0,0,0,75.0,30.9,19,5,1,0.0,0.0,0.0,0,0
24215,89,74.8,0,0,50.2,53.0,48,0,8,0.0,0.0,1.0,0,1
49681,5,110.0,0,1,62.4,60.6,20,4,2,0.0,0.0,0.0,0,0
49062,58,119.85,0,1,57.4,48.5,11,2,6,0.0,0.0,1.0,1,0
42525,49,71.0,0,0,59.0,81.9,46,3,4,0.0,0.0,0.0,0,1
57918,244,78.54,0,1,68.2,30.6,2,6,7,0.0,0.0,1.0,0,1
6615,12,85.25,0,1,54.1,26.3,53,0,2,0.0,0.0,1.0,0,1
48883,31,105.3,0,0,58.7,49.1,15,2,2,0.0,0.0,1.0,0,1
7876,67,67.5,0,1,53.7,27.7,53,0,3,0.0,0.0,0.0,1,0
34703,241,60.0,0,0,63.1,67.3,8,5,3,0.0,0.0,0.0,0,0
8893,88,85.5,0,1,54.4,62.5,1,3,2,0.0,0.0,1.0,1,0
50813,65,80.75,0,0,71.7,49.9,14,2,4,0.0,0.0,1.0,0,1
20969,7,78.0,0,1,56.3,62.1,47,3,2,0.0,0.0,1.0,0,1
13047,239,112.2,0,0,64.5,49.3,43,2,2,0.0,1.0,1.0,0,1
42778,68,75.0,0,0,48.0,52.7,50,5,2,1.0,1.0,1.0,0,1
55029,195,72.25,0,0,84.3,0.0,4,2,7,0.0,0.0,1.0,0,1
37403,1,111.65,0,2,73.8,4.6,38,6,5,0.0,0.0,0.0,0,1
58155,0,130.0,0,0,69.1,50.2,38,0,1,0.0,0.0,1.0,0,0
1563,0,106.0,0,2,73.7,7.5,34,3,1,0.0,0.0,0.0,1,0
57903,161,95.88,0,0,72.9,35.6,15,1,4,0.0,0.0,1.0,0,1
72152,179,175.05,0,3,69.7,46.8,46,6,4,0.0,0.0,1.0,1,0
51258,45,65.0,0,1,65.1,36.0,18,2,3,0.0,0.0,0.0,0,0
75465,10,95.0,0,0,67.4,42.7,26,1,1,0.0,0.0,0.0,0,1
78307,31,169.0,0,3,76.0,25.4,29,1,2,0.0,0.0,1.0,1,0
53094,184,125.0,0,1,82.7,0.0,2,4,2,0.0,0.0,0.0,0,0
56594,130,80.75,0,0,78.3,28.0,17,2,3,0.0,0.0,1.0,0,1
61083,86,90.0,0,2,63.9,60.6,32,3,3,0.0,0.0,1.0,1,0
5882,89,55.63,0,2,58.1,18.0,36,1,3,0.0,0.0,1.0,0,1
54051,117,123.3,0,1,76.7,0.1,13,0,2,0.0,0.0,1.0,1,0
52567,104,83.12,0,1,68.7,34.3,12,4,4,0.0,0.0,1.0,0,1
6331,0,135.0,0,0,56.3,66.8,53,4,1,0.0,0.0,1.0,1,0
25731,168,166.5,0,0,66.9,3.8,42,6,4,0.0,0.0,1.0,1,0
4280,61,35.2,0,0,71.0,79.5,32,2,2,0.0,0.0,0.0,0,1
53814,68,111.25,1,0,79.8,16.0,20,4,2,0.0,0.0,0.0,0,0
73160,16,143.33,0,0,68.0,21.7,20,2,3,0.0,0.0,1.0,0,1
52518,121,112.5,0,1,75.0,30.9,10,2,2,0.0,0.0,1.0,1,0
22336,19,82.88,0,1,52.8,66.5,51,6,3,0.0,0.0,1.0,1,0
57451,0,147.59,0,0,68.2,30.6,37,5,1,0.0,0.0,1.0,0,1
47667,72,118.8,0,1,60.7,71.3,6,4,2,0.0,0.0,0.0,1,0
39528,7,65.0,0,0,65.3,58.0,43,4,1,0.0,0.0,0.0,0,0
13687,130,90.95,0,1,76.6,9.8,7,5,5,0.0,0.0,1.0,1,0
47686,1,104.0,0,0,60.7,71.3,16,5,2,0.0,0.0,1.0,1,0
47845,100,80.1,0,0,63.6,10.9,2,6,3,0.0,0.0,1.0,0,1
19595,72,79.65,0,0,68.2,68.7,33,5,4,0.0,0.0,1.0,1,0
8145,90,78.3,0,0,55.6,63.8,51,6,3,0.0,0.0,1.0,1,0
59295,111,120.0,0,0,63.3,35.4,25,2,3,0.0,0.0,0.0,0,1
31508,173,107.1,0,0,69.5,46.0,2,0,4,0.0,0.0,1.0,1,0
7372,73,71.52,0,1,55.2,24.9,50,4,3,0.0,0.0,0.0,1,0
60742,20,123.33,0,0,68.2,68.7,41,1,3,0.0,0.0,1.0,0,1
1297,5,122.0,0,1,70.2,39.4,33,1,2,0.0,0.0,1.0,0,0
60418,36,85.0,0,0,65.2,65.1,38,1,3,0.0,0.0,1.0,0,1
65035,2,97.0,1,0,51.0,40.9,4,3,2,0.0,0.0,1.0,0,1
66684,46,77.76,0,0,55.3,63.2,2,4,3,0.0,0.0,1.0,0,1
56506,63,109.8,0,1,78.3,28.0,26,6,1,0.0,0.0,1.0,1,0
6339,6,137.0,0,1,56.3,66.8,52,5,2,0.0,0.0,1.0,1,0
41169,0,73.64,0,0,58.0,20.8,49,6,2,0.0,0.0,1.0,0,1
32509,174,184.5,0,0,67.9,34.2,6,2,4,0.0,0.0,1.0,1,0
55377,156,115.25,1,1,77.9,7.0,10,5,5,0.0,0.0,1.0,1,0
58755,195,108.9,0,2,64.9,29.0,12,1,3,0.0,0.0,1.0,1,0
2684,71,90.0,0,0,69.3,58.3,27,2,3,0.0,0.0,0.0,0,0
23242,29,115.6,0,1,55.3,37.1,1,0,4,0.0,0.0,1.0,1,0
7221,17,91.0,0,1,52.3,56.2,4,4,3,0.0,0.0,1.0,1,0
50562,16,92.65,0,0,77.5,30.1,21,1,1,0.0,0.0,0.0,0,0
32654,158,226.8,0,0,76.2,29.0,8,0,7,0.0,0.0,1.0,1,0
17950,48,120.0,0,0,70.4,38.7,33,4,2,0.0,1.0,1.0,0,1
915,39,62.0,0,0,79.3,14.6,27,4,2,0.0,0.0,0.0,0,0
14762,391,65.0,0,0,73.3,38.2,27,4,2,0.0,1.0,1.0,0,0
57834,0,175.0,0,2,66.3,27.7,38,3,1,0.0,0.0,1.0,1,0
57794,1,95.0,0,0,67.4,22.4,38,1,1,0.0,0.0,1.0,0,0
18903,25,133.0,0,0,68.3,70.1,38,6,3,0.0,0.0,1.0,0,1
41091,4,71.67,0,1,58.1,1.7,7,4,3,0.0,0.0,0.0,0,0
41399,0,105.0,0,0,53.2,73.1,49,0,6,0.0,0.0,1.0,0,0
31099,215,110.0,0,0,69.0,55.8,47,5,4,0.0,1.0,1.0,0,0
63533,46,74.8,0,1,55.4,1.6,44,3,10,0.0,0.0,1.0,0,1
15269,398,59.0,0,0,82.2,0.8,28,5,1,0.0,1.0,1.0,0,0
15386,212,96.0,0,0,83.5,0.0,2,4,2,0.0,1.0,1.0,0,0
33388,105,125.0,0,1,74.6,17.3,19,2,3,0.0,0.0,1.0,1,0
3412,74,109.0,0,0,66.3,22.6,28,1,2,0.0,0.0,0.0,0,1
59986,26,119.0,0,1,68.3,70.1,38,5,3,0.0,0.0,1.0,0,1
53904,139,94.5,0,1,76.8,3.2,10,5,1,0.0,0.0,1.0,1,0
5828,77,127.5,0,0,58.7,43.2,37,3,3,0.0,0.0,1.0,0,1
12762,69,120.0,0,0,71.9,52.4,14,1,6,0.0,1.0,1.0,0,1
63348,35,63.75,0,0,54.2,8.7,46,1,4,0.0,0.0,1.0,0,1
20444,47,85.75,0,1,62.3,63.6,39,1,4,0.0,0.0,1.0,0,1
24675,92,85.0,0,0,62.7,79.0,50,2,3,0.0,1.0,1.0,0,0
25450,90,189.0,0,0,64.8,16.1,1,3,4,0.0,0.0,1.0,1,0
63356,1,142.38,0,0,55.7,20.3,50,5,6,0.0,0.0,1.0,1,0
75955,22,139.0,0,1,77.8,21.8,25,2,2,0.0,0.0,1.0,1,0
66928,11,79.2,0,1,50.2,53.0,8,1,3,0.0,0.0,1.0,0,1
10148,101,98.0,0,0,60.7,43.7,2,6,1,0.0,0.0,0.0,0,1
28921,166,108.0,0,1,75.7,19.6,49,5,2,0.0,0.0,1.0,1,0
75628,175,107.1,0,0,68.0,47.2,2,3,5,0.0,0.0,1.0,1,0
41507,192,135.0,0,0,57.4,48.5,45,1,3,1.0,1.0,1.0,0,1
19339,199,95.0,0,0,74.5,76.8,15,2,2,0.0,0.0,0.0,0,1
31042,368,90.0,0,0,69.0,55.8,25,6,3,0.0,1.0,1.0,0,1
72271,75,112.67,0,1,70.7,38.7,10,1,3,0.0,0.0,0.0,0,1
59667,377,115.0,0,1,62.2,28.3,40,6,2,0.0,0.0,0.0,0,1
22873,61,80.0,0,0,46.3,53.9,47,5,2,0.0,1.0,1.0,0,1
45986,21,62.0,0,1,54.3,39.0,9,3,3,0.0,0.0,0.0,0,0
54585,2,225.0,1,2,82.4,0.0,31,4,2,0.0,0.0,1.0,1,0
32736,335,89.1,0,3,73.0,14.9,36,1,7,0.0,0.0,1.0,1,0
44892,4,106.0,0,0,52.6,66.8,9,4,4,0.0,0.0,0.0,0,1
64238,22,159.7,0,2,51.3,17.4,50,5,4,0.0,0.0,1.0,0,1
59434,91,113.4,0,0,61.9,67.9,28,3,2,0.0,0.0,1.0,1,0
58970,30,144.8,0,1,67.3,49.6,35,0,4,0.0,0.0,1.0,0,1
79252,4,132.67,0,1,71.0,22.0,34,0,3,0.0,0.0,1.0,1,0
63086,198,63.75,0,2,55.0,72.6,21,2,5,0.0,0.0,1.0,0,1
79258,160,153.9,0,0,68.2,43.0,12,3,5,0.0,0.0,1.0,1,0
43236,4,63.6,0,0,60.1,67.4,3,3,4,0.0,0.0,1.0,0,1
29357,186,130.0,0,0,67.6,34.6,47,5,2,0.0,1.0,1.0,0,1
3309,74,87.0,0,0,66.3,22.6,28,1,2,0.0,0.0,0.0,0,1
59938,256,100.75,0,0,63.9,68.3,5,3,5,0.0,0.0,0.0,1,0
11756,323,62.0,0,0,63.5,36.9,28,3,2,0.0,1.0,1.0,0,0
66347,1,78.0,0,0,57.1,44.1,8,4,1,0.0,0.0,1.0,1,0
53385,3,85.0,0,0,72.2,26.0,29,1,1,0.0,0.0,1.0,0,1
18599,37,95.0,0,0,61.4,42.2,36,2,3,0.0,0.0,0.0,0,1
28178,164,160.0,0,0,70.3,57.5,48,5,3,0.0,1.0,1.0,0,0
29013,161,102.04,0,1,75.4,30.4,50,4,3,0.0,0.0,1.0,0,1
33172,140,125.0,0,0,76.0,25.4,13,4,2,0.0,0.0,1.0,1,0
71019,96,108.0,0,1,69.8,53.5,4,5,3,0.0,0.0,1.0,1,0
66841,43,116.28,0,0,58.2,15.7,2,3,10,0.0,0.0,1.0,1,0
15724,24,139.0,0,1,75.3,0.0,30,4,1,0.0,0.0,1.0,1,0
24904,136,93.6,0,1,56.9,52.8,44,6,3,0.0,0.0,1.0,1,0
30925,145,162.0,0,0,68.8,52.8,5,3,5,0.0,0.0,1.0,1,0
1523,6,67.0,0,0,70.6,37.9,33,3,3,0.0,0.0,1.0,0,1
4579,80,136.0,0,0,61.9,47.5,30,2,2,0.0,0.0,0.0,0,1
33151,317,104.05,0,3,72.6,10.0,40,1,3,0.0,0.0,1.0,1,0
42380,10,52.0,0,0,55.7,85.6,51,4,3,0.0,0.0,1.0,0,0
72394,18,120.0,0,1,69.9,32.2,18,4,2,0.0,0.0,0.0,0,1
60295,37,123.0,0,0,69.3,84.2,38,1,1,0.0,0.0,1.0,0,1
78408,10,180.0,0,2,74.8,22.6,32,2,2,0.0,0.0,1.0,1,0
43676,0,79.0,0,0,58.6,84.7,6,3,1,0.0,0.0,1.0,1,0
64259,162,74.8,0,2,51.3,17.4,30,5,4,0.0,0.0,1.0,1,0
68720,83,103.8,0,1,60.6,68.5,1,5,3,0.0,0.0,1.0,1,0
15191,219,158.95,0,0,84.3,0.0,53,6,6,0.0,0.0,1.0,1,0
57499,291,91.0,0,0,66.3,27.7,49,6,1,0.0,0.0,0.0,0,1
42724,68,75.0,0,0,48.0,52.7,50,5,2,1.0,1.0,1.0,0,1
1484,1,114.0,0,0,70.6,37.9,34,1,1,0.0,0.0,1.0,0,0
21991,267,121.5,0,0,50.6,10.2,14,5,2,0.0,0.0,1.0,1,0
36288,154,76.5,0,2,73.7,17.3,9,1,7,1.0,0.0,1.0,1,0
32670,300,109.2,0,2,77.1,34.2,40,6,3,0.0,0.0,1.0,0,1
58604,193,132.0,0,0,71.9,33.7,12,1,3,0.0,0.0,0.0,0,0
55373,178,99.45,0,2,71.5,25.4,7,5,4,0.0,0.0,1.0,1,0
59476,0,120.0,0,1,61.4,42.2,41,4,1,0.0,0.0,1.0,1,0
49561,14,109.25,0,1,63.2,66.6,19,1,1,0.0,0.0,1.0,0,1
13098,77,125.1,0,0,64.9,39.3,13,4,3,0.0,0.0,1.0,1,0
39161,444,75.0,0,0,56.0,67.7,38,1,3,1.0,1.0,1.0,0,1
26430,177,99.0,0,0,65.0,66.8,43,3,2,0.0,0.0,1.0,1,0
37005,219,108.0,0,0,65.4,38.6,5,3,1,0.0,0.0,0.0,0,1
32085,283,89.1,0,1,69.9,36.5,41,3,2,0.0,0.0,1.0,1,0
49977,9,131.0,0,2,67.0,20.3,20,0,1,0.0,0.0,1.0,1,0
65829,16,207.0,1,3,56.5,78.7,5,1,2,0.0,0.0,1.0,1,0
18673,163,115.0,0,0,62.6,49.8,18,4,3,0.0,1.0,1.0,0,1
30249,201,110.0,0,0,73.2,21.4,47,5,4,0.0,1.0,1.0,0,0
54667,123,112.24,0,1,71.1,37.1,13,3,9,0.0,0.0,1.0,0,1
29750,134,110.0,0,0,74.6,3.9,4,2,2,0.0,1.0,1.0,0,1
26734,96,130.0,0,0,58.8,51.4,3,5,2,0.0,1.0,1.0,0,1
6708,151,71.0,0,0,55.2,76.9,34,5,2,0.0,0.0,0.0,0,1
39808,34,90.0,0,0,57.3,71.4,45,3,2,1.0,1.0,1.0,0,1
49588,5,150.45,0,0,64.2,43.8,20,1,3,0.0,0.0,1.0,0,1
22000,240,70.55,0,1,50.6,10.2,18,4,4,0.0,0.0,1.0,1,0
69557,0,88.56,0,0,62.7,27.5,15,4,1,0.0,0.0,1.0,0,1
47495,95,98.0,0,0,58.8,42.7,2,6,2,0.0,0.0,0.0,0,1
2713,2,0.0,0,1,67.8,39.3,37,2,1,0.0,0.0,1.0,0,1
49717,8,119.0,0,0,63.4,41.3,20,2,1,0.0,0.0,1.0,1,0
69293,67,89.1,0,0,67.1,0.0,5,1,3,0.0,0.0,1.0,0,1
18217,180,98.1,0,1,63.3,35.4,15,3,1,0.0,0.0,0.0,1,0
65551,34,100.3,0,2,52.0,38.0,1,4,4,0.0,0.0,1.0,1,0
77252,19,151.2,0,1,76.1,29.2,27,0,5,0.0,0.0,1.0,1,0
11246,323,70.0,0,0,61.9,32.1,27,1,4,0.0,0.0,0.0,0,1
42690,325,95.0,0,0,64.7,76.0,48,5,3,1.0,1.0,1.0,0,1
1476,46,62.0,0,0,69.6,57.2,27,4,2,0.0,0.0,0.0,0,0
47318,2,89.0,0,0,60.2,52.5,15,6,1,0.0,0.0,1.0,1,0
24837,23,79.2,0,0,56.4,66.7,8,6,3,0.0,0.0,1.0,1,0
75065,107,95.76,0,0,66.3,45.7,11,2,3,0.0,0.0,1.0,0,1
30661,153,110.0,0,0,72.0,39.0,3,4,4,0.0,1.0,1.0,0,0
31942,270,89.1,0,0,70.5,31.3,42,4,4,0.0,0.0,1.0,1,0
41398,6,0.0,0,0,58.5,86.2,49,5,2,0.0,0.0,0.0,0,1
21627,190,117.45,0,0,52.5,45.1,24,3,11,0.0,0.0,1.0,1,0
60163,386,115.0,0,1,61.1,47.8,40,6,2,0.0,0.0,0.0,0,1
59591,0,140.0,0,0,62.6,49.8,41,6,1,0.0,0.0,1.0,1,0
50786,66,126.9,0,1,71.7,49.9,14,1,4,0.0,0.0,1.0,1,0
27581,175,99.0,0,0,60.7,45.4,45,5,3,0.0,0.0,1.0,1,0
12264,179,97.7,0,1,65.4,36.6,50,1,2,0.0,0.0,1.0,0,1
12718,69,120.0,0,0,71.9,52.4,14,1,6,0.0,1.0,1.0,0,1
27421,6,180.0,0,0,65.5,68.5,17,5,2,0.0,0.0,1.0,1,0
68878,83,98.55,0,0,57.9,41.9,1,0,3,0.0,0.0,0.0,0,1
37427,10,117.04,0,1,72.5,44.4,37,5,3,0.0,0.0,1.0,0,1
17473,190,119.85,0,0,67.1,67.8,11,0,4,0.0,0.0,1.0,1,0
15373,195,121.5,0,0,83.5,0.0,4,0,1,0.0,0.0,0.0,1,0
75121,169,107.1,0,0,77.3,0.4,2,6,1,0.0,0.0,1.0,1,0
12407,213,130.0,0,0,72.3,1.2,45,6,3,0.0,1.0,1.0,0,1
31852,476,112.67,0,0,74.6,7.7,12,6,3,0.0,0.0,0.0,0,1
68132,26,100.3,0,0,56.4,66.7,8,3,4,0.0,0.0,1.0,1,0
17800,4,140.0,0,0,64.9,29.0,39,3,1,0.0,0.0,1.0,1,0
55929,1,139.0,0,1,74.8,14.5,34,4,1,0.0,0.0,1.0,0,0
70402,102,90.0,0,0,65.4,62.6,2,4,4,0.0,0.0,0.0,0,0
41649,109,75.0,0,0,55.2,24.9,45,3,3,1.0,1.0,1.0,0,1
38175,8,62.0,0,0,63.4,79.9,40,5,3,1.0,1.0,1.0,0,0
68478,158,95.0,0,1,56.8,42.4,42,4,2,0.0,0.0,0.0,0,1
56063,122,81.26,1,2,75.3,0.0,16,4,8,0.0,0.0,0.0,0,1
76114,2,120.0,0,0,74.6,7.7,28,4,1,0.0,0.0,1.0,0,1
71758,102,12.0,0,1,75.2,84.8,5,5,4,0.0,0.0,1.0,1,0
23678,8,100.3,0,0,55.3,24.8,6,6,6,0.0,0.0,1.0,1,0
79182,211,161.5,0,1,67.6,46.6,4,0,4,0.0,0.0,1.0,0,1
60167,386,115.0,0,1,61.1,47.8,40,6,2,0.0,0.0,0.0,0,1
69838,65,130.5,0,0,63.5,44.4,6,4,4,0.0,0.0,1.0,1,0
14300,372,62.0,0,0,79.4,0.0,28,3,2,0.0,1.0,1.0,0,0
19043,192,95.0,0,0,63.4,81.5,15,2,2,0.0,0.0,0.0,0,1
1830,55,62.0,0,0,71.5,40.9,27,4,2,0.0,0.0,0.0,0,0
28585,175,110.0,0,0,61.8,15.0,47,5,3,0.0,1.0,1.0,0,1
4044,27,108.0,0,0,68.9,32.9,36,4,2,0.0,1.0,1.0,0,1
29203,132,99.0,0,0,66.4,54.5,3,1,4,0.0,1.0,1.0,0,1
23846,134,75.0,0,0,54.8,52.3,41,5,1,0.0,0.0,0.0,0,1
46297,0,138.0,0,0,52.6,42.9,13,4,1,0.0,0.0,1.0,1,0
16519,33,135.9,0,0,69.8,33.2,31,6,5,0.0,0.0,1.0,1,0
67889,48,72.0,0,0,59.3,73.6,4,5,4,0.0,0.0,1.0,0,1
76424,168,107.1,0,1,70.5,31.3,5,1,4,0.0,0.0,1.0,1,0
30446,150,120.0,0,0,88.0,32.6,3,3,5,0.0,1.0,1.0,0,0
4277,61,91.0,0,0,71.0,79.5,32,2,2,0.0,0.0,0.0,0,1
73919,30,161.67,0,3,75.0,38.0,19,6,3,0.0,0.0,1.0,0,1
71032,8,110.4,0,0,57.9,23.7,16,0,5,0.0,0.0,1.0,0,0
